member_type,sigma,tau,sigma_vm,Sy,Su,label
beam,44797647.33051527,31663679.34841343,70813804.98170291,109210960.42093246,154840706.21196833,Fatigue Risk
shaft,345306864.6050669,347269146.3969435,693559233.8518516,1128180703.3886786,1467580583.2766404,Fatigue Risk
beam,123844938.02230693,252129124.78526795,453921640.1194205,630349859.4687347,917649193.9758321,Fatigue Risk
column,795743535.0983706,104453789.96914214,816051197.1485642,749902358.1057456,1006514955.7398697,Buckling Risk
beam,145157617.92221808,38877461.82899658,160015952.81611112,112134945.18603244,169122651.65169224,Fracture Risk
beam,849994679.520292,67081774.43234403,857899089.9842356,982847376.5436883,1489537031.221258,Yield Risk
column,1482183234.9837275,73406179.18489404,1487626479.8310099,943913521.063135,1444671733.8310876,Buckling Risk
shaft,288893495.2781512,728729429.8816029,1294835587.0691557,1039122735.523554,1591159265.2431035,Fracture Risk
column,163227672.44113782,207685656.32157522,395023124.10252863,1125369181.0931296,1388942132.3695807,Safe
shaft,73645261.86129467,113088184.15384835,209261646.70159417,239573909.21476835,333529261.0842797,Yield Risk
shaft,379256.14932283654,1195530958.8439393,2070720397.469961,1147954160.3520517,1654484862.8347707,Fracture Risk
shaft,11164203.242509717,29018046.219612557,51485730.57897476,409180484.7671552,507303796.44147176,Safe
shaft,175629862.16805947,587617099.7587733,1032824968.846081,533389918.9546752,718454921.7578368,Fracture Risk
shaft,20927536.646319903,99870777.47725046,174242584.84025797,289285316.50677073,389066752.95405227,Yield Risk
beam,482433901.11795306,17816280.513066363,483419826.34336346,402550922.8312186,517741105.48995256,Fracture Risk
column,1296067562.5943122,55124073.72564881,1299579592.530405,796686794.5454981,1246513949.610004,Buckling Risk
column,855673145.1061321,73896997.03919518,865192943.6663549,637545578.4878157,815289598.4458256,Buckling Risk
column,625188027.9596329,87467837.1269285,643282160.4078908,812249419.3466743,1180115800.4468083,Yield Risk
shaft,51343408.57249168,430530348.02025706,747465910.4622583,657876813.2001183,1026009928.6886704,Fracture Risk
beam,495600305.7655518,66563519.724509425,508833734.6808424,475363345.81174374,586003075.4887261,Yield Risk
shaft,150043500.19002634,66980232.84288145,189663140.130955,408196931.86563784,571912358.4219394,Safe
column,1021367885.7681442,106251702.11887142,1037815316.2716192,1060132651.4645425,1607344689.4794188,Buckling Risk
column,1616050360.8169696,56045.99573071778,1616050363.7325535,970386503.8887286,1444401704.3604302,Buckling Risk
column,407656783.03751564,39817465.331867374,413449325.06035066,442423689.4315325,626695278.1786553,Buckling Risk
shaft,120208510.46194604,867767289.3094972,1507816398.3635864,1236747241.5447123,1906046835.2588477,Fracture Risk
column,198895644.80666873,105551093.69648941,270152878.32010186,793912150.5528971,1021535568.7482013,Safe
column,1021088954.8429525,48232989.129512146,1024500813.7738963,729165770.0552607,911182751.0916474,Buckling Risk
column,1189533457.8449054,102571633.78476587,1202727179.1658678,720261845.2287561,1140956282.4121351,Fracture Risk
beam,47014885.64221152,120467182.57502739,213886478.54561815,978824648.1161919,1427213310.2138274,Safe
beam,132169157.58438444,145984930.26444125,285312961.16634303,423277060.6470253,627015305.4577008,Fatigue Risk
shaft,295844252.2498503,1236228195.076307,2161551357.8201523,1150193888.9209523,1401485142.8901844,Fracture Risk
shaft,155529700.7016047,28731389.505414877,163297170.91568467,510372142.9507401,761792852.4293618,Safe
beam,1321736870.8989038,277005285.2557674,1406123799.6963542,931025442.463021,1378598455.5857356,Fracture Risk
column,114340226.84480797,7346295.413413382,115046041.40875757,130827004.75632094,161506908.8787485,Buckling Risk
column,1313600787.00934,75716925.37114817,1320131124.545792,949619607.8788195,1230016891.2467573,Buckling Risk
column,212784550.5002942,146071662.9242832,330587442.3809962,1193685962.4454887,1599591903.566245,Safe
shaft,111656789.42039126,86124893.17696038,186332311.47038913,287803141.8150511,352152633.1249364,Fatigue Risk
shaft,178918582.1960793,51616324.7635443,200011484.67361122,584981737.2584829,792205660.010144,Safe
column,432158071.00921476,80359841.79583155,454019504.93206644,567210956.7591162,904700078.9873973,Yield Risk
column,1006563118.1863254,36630521.05641658,1008560705.2188641,681851267.9327613,964170720.5302494,Fracture Risk
column,132629822.97513331,20874641.11537679,137469712.54608244,245320166.9473113,362847727.64553773,Safe
beam,437867062.9511181,30736341.57663368,441091524.40053177,380241923.42928386,515400003.5439203,Fracture Risk
shaft,235098345.35519135,512658383.731019,918546181.3201615,870347016.3121964,1230216455.6457455,Yield Risk
shaft,148958671.58878347,560757480.8780663,982616681.5822128,753263207.6310072,1157664822.6511946,Fracture Risk
beam,1036393199.2382653,398915837.8612588,1245597206.3700917,1249026666.8553865,1837837135.7838452,Yield Risk
column,1561165410.9335406,37206530.206284925,1562494933.7406712,910884943.836234,1103001025.0036523,Fracture Risk
column,126652349.07578538,21205546.49698524,131870554.45823379,689931863.5970584,943591824.880103,Safe
beam,145704064.9708629,123712303.76761986,259121355.4678753,531274106.1969898,659612114.4804366,Safe
beam,682087114.7099355,258343990.33241293,815762026.6204761,1239724036.444005,1802064831.508756,Fatigue Risk
shaft,62227735.80176167,754606919.2480637,1308498031.65086,711538230.8586268,980764227.0493213,Fracture Risk
beam,8445829.884167332,214567559.94069067,371737871.8655633,712425067.9860723,1116142216.8678677,Safe
column,190972743.99239415,11862230.54479325,192074793.9956672,119134289.36157802,167006841.52416587,Fracture Risk
column,310861571.1274799,40887265.81160221,318826319.36603206,260655972.63491917,318535787.0240635,Buckling Risk
shaft,246598729.57983616,646135885.4543529,1145986771.6714845,1041293017.9398305,1653770073.6134374,Fracture Risk
shaft,13951424.404847944,106549379.20187013,185075532.87194917,446695551.56686425,654853382.1387771,Safe
shaft,50569548.202509575,467611731.5690247,811504450.8247325,1007800506.948907,1332889314.0104337,Fatigue Risk
shaft,474303700.7870042,526821688.4482239,1028390623.663285,1293108392.3905568,1792542742.6780171,Fatigue Risk
beam,57297615.052890405,66839587.09010071,129172783.1157736,174176592.01154953,209929942.16520715,Yield Risk
shaft,302520831.7084254,1225302544.9966302,2143739217.802206,1099044535.3404357,1396456504.4771283,Fracture Risk
column,451548830.7698214,30276471.929994613,454583700.5735864,329357774.01303434,494985250.97807145,Buckling Risk
column,1325486203.8697217,35161645.59647915,1326884584.5106962,811709492.1738029,1243038622.200485,Buckling Risk
shaft,67716128.45359373,85033076.30607027,162102887.85510737,799641078.1035609,1039731095.9848914,Safe
beam,1161722352.8003907,181618565.76808032,1203559194.759875,857871740.6852291,1266271942.2749944,Fracture Risk
column,676969323.9795413,76801703.64237896,689915190.9158347,556068756.2673293,740212484.4807609,Buckling Risk
column,211480300.91060323,107415409.39620632,281670247.27596474,577337207.6318088,919567526.4908444,Safe
shaft,116353563.58195765,527502929.71182656,921040810.3455032,551576627.984382,768933259.7763525,Fracture Risk
beam,1062545018.3995142,470966077.49496216,1339563008.8124247,1225987988.2303262,1493900471.2169564,Yield Risk
column,654713710.0868249,14638953.597634729,655204501.711455,757261174.1855036,1136062686.4487727,Buckling Risk
beam,781051479.4086848,190892681.62152728,848151791.3536873,1354080747.3207786,1999129627.8948495,Fatigue Risk
shaft,289595603.4982694,364110161.0891685,693969914.1826448,1292494741.1642327,1589418591.4664707,Safe
column,307314713.00678444,10724374.515070984,307875574.6347228,287352052.16204715,356085666.60781974,Buckling Risk
shaft,153066689.104826,587804108.7499434,1029548649.7021203,554789897.9131603,768902170.4870983,Fracture Risk
column,45512183.964061454,17854198.09952172,55024322.42662755,864007778.4922566,1296031117.0016644,Safe
shaft,122802801.21547708,336210529.5962758,595141234.1794112,396291968.77717364,550779175.5183074,Fracture Risk
column,214109000.33632228,40050576.300453074,225066234.7199475,218125407.01525122,284769259.00200224,Yield Risk
column,319005577.0747721,3464920.6596081513,319062024.11183393,373515520.2716938,563259765.2895502,Buckling Risk
column,16542421.111974731,153198634.41888496,265862965.56624693,683578495.5001647,898054425.6578217,Safe
beam,763533532.3060414,45961112.81672858,767672278.1433474,532646983.7593804,719553238.0369229,Fracture Risk
shaft,289085840.1405853,94689623.90863244,332368767.48223925,775481322.0171931,1061125247.0502543,Safe
beam,653885342.2992256,209403577.03329447,747740339.3537037,620071455.6535964,792819216.1655542,Fracture Risk
column,213048512.15961453,115959496.44633606,292795975.0093722,591308049.1211576,884821230.1555887,Safe
column,543592992.2445091,42164293.55688467,548476821.9084489,337407090.57312393,423529119.90820444,Buckling Risk
shaft,119421543.14099056,106150922.88174456,219238592.06835303,608723019.8188267,867013567.6890322,Safe
column,1033808489.2116319,18916005.201880015,1034327529.4240358,682530399.2469156,853596098.5588087,Fracture Risk
column,789210132.7271765,37020653.64013586,791810722.3238875,724182660.8143603,926119147.3911572,Buckling Risk
shaft,337541747.12609226,1156591637.829059,2031513495.1905315,1099998962.4095874,1452641887.9651258,Fracture Risk
column,1154541480.5053165,120337137.36132506,1173204632.658925,945871541.3481681,1425083103.0715303,Buckling Risk
column,2018546122.511585,123276580.19320801,2029807822.0311775,1237572052.83661,1619480642.6738114,Buckling Risk
column,194385445.93650272,15828727.973720577,196309315.82513133,235333030.10873592,331765906.50353795,Buckling Risk
column,279240865.77842,30178944.294610336,284091124.7415046,276163685.30825305,392329844.6596534,Buckling Risk
column,101475232.39161107,3358504.483067398,101641829.21425521,136685779.21585923,187014250.0023054,Buckling Risk
column,282894345.0159965,8081587.652524553,283240439.5897344,395215480.893048,567037450.0461497,Buckling Risk
shaft,120270906.47388504,339765263.08925605,600654969.9706014,412400409.37487376,553905052.0077854,Fracture Risk
shaft,95911699.63094836,841915136.3142815,1461390551.6292977,716966450.012312,1069487139.7465119,Fracture Risk
beam,289417746.0510883,120637226.51776281,356963097.5254813,656262542.1330214,909484318.4303427,Safe
column,73426871.32158314,12583515.014751272,76593341.63264938,318007439.90741813,434205606.76438004,Safe
column,353199615.5830329,57425012.64528029,366937139.9571513,385453204.39945006,486682364.31812245,Buckling Risk
shaft,267227226.5353257,208272065.24839398,448934460.7960678,867615956.3207257,1384979563.6743112,Safe
shaft,18673668.947093576,1033997245.8114499,1791033114.9783182,897748578.5817156,1289398732.9945703,Fracture Risk
beam,390615369.0465646,124654589.53870608,446314537.758489,871570270.1748499,1372458096.1033902,Safe
column,42918368.83382721,8636364.588004349,45450486.94180556,360632466.5777396,519451662.8724373,Safe
beam,2939097.697517271,104710257.30936892,181387299.03898534,270566448.93050855,427012229.6534991,Yield Risk
shaft,71018598.04835957,1086369270.8755548,1882986515.9837997,925672138.5042179,1153571698.1103253,Fracture Risk
beam,130900733.94829695,82168816.46804929,193365315.78202623,827014897.311237,1269102445.6254659,Safe
column,767271501.0616871,61760809.43436119,774692680.4142511,436996855.7594502,533160083.3522703,Buckling Risk
column,29557363.95789653,133201648.93808714,232597668.95567933,574580754.0416207,890624490.4089311,Safe
column,429909832.7140734,62521778.89703927,443338902.84250194,342150620.4349586,485517246.308438,Fracture Risk
shaft,224167781.55535954,589774620.9843047,1045826708.8571568,562826709.9819362,794335667.125924,Fracture Risk
column,83199182.56227668,96794485.50015955,187162018.71307337,931565159.7280214,1133618493.7431476,Safe
beam,134186322.91180494,2215190.603481372,134241165.31385013,191004628.59910095,255193198.57785937,Fatigue Risk
beam,1398036501.365526,81363884.67869559,1405121455.3697429,1116874553.8481336,1648466778.058086,Fracture Risk
column,415424806.5891975,37248399.49973777,420404685.66079086,354947114.7342856,482308449.97249943,Buckling Risk
shaft,121314567.47462445,186150317.33155715,344489544.4124154,505978633.5491137,612005953.7711611,Yield Risk
shaft,318887732.67951804,603132231.9444807,1092243037.828338,1078748039.870381,1611806731.426925,Yield Risk
shaft,5523508.883537656,59994457.75698544,104060146.23788808,246201200.71863192,385990751.5613222,Safe
shaft,60713373.42544658,23891726.461088322,73474876.6080769,341131569.9946867,513447562.1429816,Safe
shaft,1796363.9004886395,704441619.4372135,1220129998.200698,596478743.0038817,879203236.3842043,Fracture Risk
column,565004017.6682376,5702402.922026104,565090339.8382471,531624745.4892645,692810830.244143,Buckling Risk
beam,466860017.68491405,8695608.260250451,467102897.57376313,333586619.9935256,487110946.05291235,Fracture Risk
shaft,63504024.22327999,46459000.744868584,102508913.48163843,259517209.29203546,347613152.25247294,Safe
shaft,133970548.19688545,855153376.0356387,1487215518.1477988,938988542.9162476,1320796153.4806962,Fracture Risk
beam,293411110.922347,10510201.570316734,293975293.2200798,190790170.2415542,246146546.71319073,Fracture Risk
beam,18406645.05963575,17593961.50161903,35601222.25869178,824013837.5774854,1247344633.425766,Safe
shaft,190261681.87344775,725123438.579874,1270280091.6030347,672506196.8374622,985162648.8295047,Fracture Risk
shaft,75037144.02840482,235903384.46572158,415429649.1478259,422697656.60288864,563198615.7022042,Yield Risk
beam,161250646.1705031,58513191.70054019,190455117.28319952,361330514.8920938,547977291.4249004,Safe
beam,89622540.18781142,121206948.94529784,228266452.04146838,511398185.1398208,739633793.022025,Safe
column,697589929.1343086,101982802.52505855,719606270.9997773,1094724991.3366013,1728544670.9591687,Yield Risk
beam,97837223.32119468,61310245.68309813,144391692.78170708,254834338.33744037,311869403.69960266,Safe
shaft,66580776.24663429,16892245.68776295,72725811.5027369,350407123.2994915,486178234.47336,Safe
beam,337722308.4818227,135767663.90576586,411527560.84323007,347053155.0397991,515990982.71945417,Fracture Risk
column,1635986063.9200096,43296728.2866077,1637703948.0264614,954258891.6640438,1395790087.593785,Fracture Risk
column,9370725.051002365,27015902.732768904,47721981.19714619,353392361.9370425,502288334.6872005,Safe
beam,459527393.69714415,15640511.364792814,460325213.6754479,308405632.4769355,452062498.39332217,Fracture Risk
beam,246203064.5530965,113099846.80408032,314627835.76259667,485189519.5895306,609185311.5960124,Fatigue Risk
shaft,25433887.212416183,18433869.564798266,40820402.4983818,697559510.747776,1073196226.6519445,Safe
column,109265731.92067586,30967623.99614767,121720915.95145573,423630083.8822402,629491831.8921165,Safe
beam,1427852078.7047887,309814409.8296704,1525357815.1620383,1273760493.9193685,2002251600.2813501,Fracture Risk
